YBL005W,217470,220400
YBL005W-A,221330,222652
YBL005W-B,221330,226598
tS(AGA)B,227075,227156
YBL004W,227636,235117
YBL002W,236492,236887
YBR003W,242809,244230
YBR005W,245906,246547
YBR006W,247010,248503
YBR010W,256331,256741
YBR012W-A,259869,261191
YBR012W-B,259869,265140
tT(AGU)B,266378,266450
YBR016W,270247,270633
YBR020W,279021,280607
YBR021W,281443,283344
YBR022W,283738,284271
YBR024W,289445,290350
YBR030W,298292,299950
YBR031W,300166,301254
YBR032W,301519,301821
YBR033W,301944,304703
TLC1,307587,308887
YBR038W,311898,314789
YBR039W,315575,316510
YBR040W,316968,317864
YBR041W,318266,320275
YBR047W,331833,332360
YBR048W,332831,333812
YBR051W,337988,338338
YBR054W,343101,344135
tL(UAA)B2,347603,347686
YBR056W,347879,349384
tQ(UUG)B,350827,350898
YBR056W-A,351255,351455
YBR064W,367763,368191
YBR071W,380411,381046
YBR072W,382030,382674
YBR073W,383112,385988
YBR074W,386286,389216
YBR076W,390227,391291
YBR078W,393123,394742
tR(UCU)B,405878,405949
tD(GUC)B,405960,406031
YBR083W,409169,410629
YBR084W,411054,413981
YBR085W,415983,416906
YBR087W,423765,424829
YBR089W,425183,425782
YBR094W,432036,434297
YBR096W,436021,436713
YBR097W,436951,441315
YBR098W,441515,443590
YBR103W,447709,449316
YBR104W,449667,450656
YBR106W,452658,453224
YBR108W,454822,457665
YBR109W-A,458608,458832
YBR110W,458872,460221
YBR111W-A,462139,462579
YBR113W,465566,466048
YBR114W,467248,469620
YBR118W,477671,479047
YBR119W,479338,480323
YBR124W,486507,486866
YBR126W-A,490850,491056
YBR126W-B,490927,491070
YBR131W,497163,499277
YBR134W,504243,504644
YBR135W,504854,505306
YBR136W,505668,512774
YBR137W,513044,513583
YBR139W,515664,517190
YBR141W-A,527167,527262
YBR142W,528317,530638
YBR145W,533762,534817
YBR146W,535260,536096
YBR147W,536575,537465
YBR148W,537876,539705
YBR149W,539987,541021
YBR151W,545028,545978
YBR152W,546376,547251
YBR153W,547460,548194
YBR155W,549771,550928
YBR158W,556549,558198
YBR159W,558685,559728
YBR160W,560078,560974
YBR161W,561634,562764
YBR162W-A,565231,565428
YBR163W,565723,567480
YBR165W,568852,569685
YBR168W,572371,573612
YBR171W,578364,578984
YBR175W,582408,583355
YBR176W,583720,584658
YBR178W,586071,586445
YBR180W,589741,591459
YBR183W,596115,597065
YBR184W,597363,598934
YBR186W,600553,602360
YBR187W,602634,603476
YBR189W,604508,605508
YBR190W,605966,606277
YBR191W,606270,607140
YBR191W-A,607149,607223
YBR192W,607652,608785
YBR194W,610038,610409
YBR199W,618909,620303
YBR200W,620872,622527
YBR200W-A,622983,623147
YBR201W,623576,624211
YBR202W,625772,628309
YBR203W,629168,631942
YBR205W,633622,634836
YBR206W,634601,634924
YBR207W,635146,636543
YBR209W,642583,642900
tE(UUC)B,645167,645238
YBR210W,645550,645978
YBR212W,647886,649904
YBR213W,650368,651192
YBR214W,651415,652998
YBR215W,653356,655317
YBR217W,657832,658392
YBR221W-A,666538,666642
YBR223W-A,668721,668840
YBR224W,670125,670640
YBR225W,670627,673329
YBR228W,675313,676227
YBR230W-A,680362,680562
YBR233W,683428,684669
YBR233W-A,684977,685261
YBR235W,686901,690263
YBR237W,691969,694518
YBR242W,704670,705386
YBR244W,707528,708016
YBR246W,711591,712754
YBR250W,719033,720604
YBR251W,721390,722313
YBR252W,722611,723054
YBR253W,723270,723635
YBR255W,724456,726540
YBR257W,728885,729724
YBR259W,730387,732453
YBR263W,736264,737736
YBR265W,738582,739544
YBR267W,739841,741022
YBR268W,741299,741616
YBR271W,744852,746111
YBR274W,749594,751177
YBR278W,760294,760899
YBR279W,761257,762594
YBR282W,768240,768680
YBR284W,771239,773632
YBR285W,773922,774356
YBR286W,774700,776313
YBR287W,776571,777854
YBR289W,779667,782384
YBR290W,782591,783556
YBR293W,787006,788430
YBR294W,789235,791814
YBR295W,792849,796499
YBR297W,800523,801929
YBR299W,805351,807105
YBR301W,809057,809419
YCL076W,1392,2135
YCL075W,2126,2566
YCL074W,2824,3750
YCL069W,9706,11082
YCL066W,13282,13809
YCL065W,13751,14119
YCL063W,17290,18561
YCL058W-A,23584,23925
YCL057W,24768,26906
YCL055W,27929,28936
YCL054W,31449,33974
YCL051W,35865,37616
YCL048W-A,41488,41727
YCL048W,42165,43556
YCL046W,46640,46963
YCL042W,50584,50943
YCL040W,50838,52340
YCL039W,52645,54882
YCL036W,59026,60726
YCL034W,61658,62722
YCL032W,63441,64481
YCL028W,70150,71367
YCL027W,71803,73341
YCL024W,79162,82275
YCL021W-A,83620,83997
YCL019W,85102,90415
YCL020W,85102,86418
tL(CAA)C,90859,90972
YCL018W,91324,92418
YCL014W,96281,101191
YCL005W-A,107023,107417
YCL005W,108021,108791
YCL004W,109105,110670
YCL001W,111916,112482
YCL001W-A,113080,113541
YCL001W-B,113770,114024
YCR001W,115685,115999
YCR003W,118620,119171
tN(GUU)C,127716,127789
YCR008W,128470,130281
YCR012W,137746,138996
YCR016W,143634,144506
tM(CAU)C,149920,149991
YCR019W,152837,153928
YCR020W-B,155320,155556
snR65,177183,177282
YCR032W,179520,186023
YCR033W,186489,190169
YCR034W,190592,191635
YCR036W,193297,194298
YCR038W-A,199293,199418
YCR040W,200442,200969
YCR041W,200911,201243
YCR045W-A,208751,209101
YCR047W-A,211301,211507
YCR048W,211929,213761
YCR051W,214071,214739
YCR052W,214994,216445
YCR053W,216697,218241
YCR060W,224399,224734
YCR061W,225563,227458
tS(CGA)C,227942,228042
YCR063W,228318,228791
YCR065W,229310,231004
YCR066W,231500,232963
YCR068W,237214,238776
YCR069W,239055,240011
YCR073W-A,246963,247910
YCR075W-A,248975,249202
YCR079W,252845,254173
YCR081W,254371,258654
YCR082W,258883,259269
YCR083W,259578,259961
YCR085W,262916,263269
YCR086W,263392,263964
YCR087W,263976,264491
YCR088W,265068,266846
YCR089W,267434,272263
YCR091W,274404,276566
YCR093W,280117,286443
YCR094W,286762,287937
YCR095W-A,289639,289797
YCR097W,293835,294321
YCR097W-A,294439,294705
tT(AGU)C,295484,295556
YCR102W-A,306735,306932
YCR104W,307801,308175
YCR105W,309070,310155
YCR106W,310958,313456
YCR107W,313890,314981
YDL248W,1802,2953
YDL247W-A,3762,3836
YDL247W,5985,7814
YDL244W,16204,17226
YDL242W,18959,19312
YDL241W,20635,21006
YDL240W,22823,25876
YDL237W,30657,31829
YDL236W,32296,33234
YDL233W,36797,38173
YDL232W,38487,38597
YDL230W,42700,43707
YDL229W,44065,45906
YDL225W,52445,54100
YDL221W,62011,62562
YDL219W,65242,65765
YDL218W,66493,67446
YDL212W,78426,79058
tG(GCC)D1,83548,83618
YDL210W,84270,85985
YDL208W,87512,87982
YDL207W,88248,89864
YDL206W,90176,92464
YDL204W,94605,95786
YDL202W,98475,99224
YDL201W,99561,100421
YDL196W,106741,107070
YDL195W,107208,111029
YDL194W,111580,114234
YDL193W,114672,115799
YDL192W,116321,116866
YDL191W,117664,118517
YDL189W,122216,123589
YDL186W,125616,126449
YDL185W,126787,130002
YDL182W,133437,134723
YDL181W,135179,135436
YDL180W,135896,137539
YDL179W,138291,139205
YDL178W,139522,141114
YDL176W,142097,144223
YDL173W,148191,149078
YDL170W,156318,157904
YDL168W,159604,160764
YDL165W,164290,164865
YDL163W,166956,167258
YDL161W,167714,169078
YDL159W-A,172182,172313
YDL159W,172481,174028
YDL156W,174918,176486
YDL155W,176773,178056
YDL154W,178334,181039
YDL152W,182822,183187
YDL150W,183343,184611
YDL149W,184925,187918
YDL147W,190924,192261
YDL146W,192750,194225
YDL143W,199996,201582
YDL141W,203039,205111
YDL138W,213351,215642
YDL137W,216529,217074
YDL136W,217600,218367
YDL133W,222427,223740
YDL132W,224304,226751
YDL131W,227393,228715
YDL130W-A,229171,229431
YDL130W,229906,230527
YDL129W,231024,231899
YDL128W,232652,233887
YDL127W,234927,235853
YDL124W,240259,241197
YDL123W,241418,241840
YDL122W,242552,244981
YDL120W,245923,246447
YDL118W,247302,247682
YDL117W,248581,251238
YDL116W,251566,253746
YDL114W-A,254935,255048
YDL114W,255604,256530
YDL112W,258915,263225
YDL108W,267698,268699
YDL107W,268921,269976
YDL105W,272389,273597
YDL102W,276872,280165
YDL099W,283419,284444
YDL095W,287059,289512
YDL093W,289909,292140
YDL092W,292781,293221
YDL089W,296820,298274
YDL086W,301413,302234
YDL085W,303211,304848
YDL084W,305237,306577
YDL082W,308424,309388
YDL075W,322226,322988
YDL073W,326613,329567
YDL070W,331024,332940
YDL068W,333500,333829
YDL066W,334835,336121
YDL064W,337487,338070
YDL062W,339857,340282
YDL060W,341619,343985
YDL058W,345665,351037
YDL057W,351434,352420
YDL056W,352877,355378
tK(UUU)D,359577,359672
YDL051W,363952,364779
YDL047W,369771,370706
YDL046W,371240,371761
YDL045W-A,372248,372535
YDL041W,378102,378455
YDL034W,391783,392127
YDL032W,393690,394001
YDL031W,394217,397204
YDL030W,397537,399129
YDL029W,399340,400638
YDL026W,404749,405060
YDL025W-A,405410,405514
tA(AGC)D,410379,410451
YDL022W,411825,413000
YDL021W,413953,414888
YDL017W,424209,425732
YDL014W,427364,428347
YDL013W,429067,430926
YDL010W,432330,433025
YDL008W,433497,433994
tS(AGA)D1,437772,437853
YDL007W,438047,439360
YDL006W,439909,440754
YDL004W,443029,443511
YDL003W,444683,446383
YDL001W,447984,449276
YDR002W,453045,453650
YDR003W,454122,454754
YDR003W-A,454782,454904
YDR004W,455201,456583
YDR007W,461842,462516
YDR009W,463434,464996
YDR011W,465919,470424
YDR012W,471853,472941
YDR013W,473157,473783
YDR014W,474046,475989
YDR014W-A,477797,478285
YDR021W,486804,488003
YDR023W,489508,490896
YDR024W,491017,491502
YDR025W,491515,492324
YDR029W,501100,501414
YDR031W,503498,503863
YDR033W,508147,509109
tL(UAA)D,519743,519826
tQ(UUG)D1,520972,521043
YDR034W-B,521314,521469
YDR035W,521816,522928
YDR037W,525440,527215
YDR041W,539803,540414
YDR044W,546642,547628
YDR047W,551860,552948
YDR049W,553254,555152
YDR053W,560249,560644
YDR055W,563527,564861
YDR057W,565927,567555
tR(UCU)D,568882,568953
tD(GUC)D,568964,569035
YDR060W,570649,573726
YDR061W,574164,575783
YDR062W,576474,578159
YDR063W,578663,579112
YDR064W,579458,580452
YDR065W,580687,581784
YDR068W,583713,584645
YDR073W,592439,592948
YDR074W,593893,596583
YDR075W,597156,598082
YDR076W,598468,599688
YDR077W,600793,601809
YDR079W,603064,603399
YDR080W,604008,606986
YDR082W,610441,611925
YDR083W,612073,613251
YDR089W,622112,624721
YDR092W,629876,630605
YDR093W,631282,636120
YDR094W,635840,636175
YDR096W,637139,639823
YDR099W,653607,654428
YDR100W,655013,655444
YDR103W,658350,661103
YDR106W,667004,667858
YDR108W,671269,673365
YDR110W,676102,677802
YDR112W,679544,679852
YDR115W,682175,682492
YDR118W,685882,687840
YDR118W-A,687768,687884
YDR119W,688227,690533
YDR119W-A,691014,691214
YDR121W,693585,694175
YDR122W,694700,697894
YDR124W,700315,701289
YDR126W,703234,704244
YDR127W,704484,709250
YDR128W,709549,712995
YDR137W,728259,730250
YDR138W,730578,732836
YDR140W,734138,734803
YDR145W,746738,748357
YDR147W,751631,753235
YDR150W,755628,763874
YDR152W,765706,766503
YDR156W,769525,769938
YDR157W,769931,770332
YDR158W,770357,771454
YDR159W,771877,775782
YDR160W,776163,778721
YDR161W,779043,780206
YDR163W,781423,781950
YDR165W,784871,786205
YDR167W,789449,790069
YDR168W,790328,791848
YDR170W-A,803195,804517
YDR171W,1001,2128
YDR172W,2704,4761
YDR174W,6490,7230
YDR176W,8832,10940
YDR177W,11258,11905
YDR178W,12330,12875
YDR179W-A,13813,15204
YDR180W,15675,20156
YDR182W,21962,23437
YDR182W-A,23531,23734
YDR183W,23965,24657
YDR188W,30801,32441
YDR189W,32772,34772
YDR191W,36717,37829
YDR193W,38934,39332
YDR194W-A,42451,42603
YDR195W,42979,44580
YDR197W,45608,46777
YDR199W,48555,48920
YDR201W,50697,51194
YDR203W,52062,52379
YDR204W,52517,53524
YDR205W,53726,55900
YDR206W,56434,59088
YDR208W,62604,64943
YDR210W,65454,65681
YDR210W-B,66492,71805
YDR210W-A,66492,67808
tI(UAU)D,78741,78873
YDR211W,79107,81245
YDR212W,81612,83291
YDR213W,84131,86872
YDR214W,87255,88307
YDR216W,89415,93386
YDR221W,101710,103818
YDR222W,104434,105681
YDR223W,106479,107882
YDR225W,109910,110308
YDR226W,110866,111534
YDR227W,111951,116027
YDR229W,119165,120526
YDR230W,120603,120950
YDR232W,121832,123478
YDR234W,125509,127590
YDR235W,127884,129518
YDR237W,130995,131873
YDR241W,139531,139818
tY(GUA)D,140692,140780
YDR242W,141187,142836
YDR244W,144943,146781
YDR245W,147180,148361
YDR246W,148668,149327
YDR246W-A,149513,149713
YDR247W,150393,151778
YDR251W,154994,157486
YDR252W,157792,158241
YDR254W,159493,160869
YDR261W-A,175842,177158
YDR261W-B,175842,181155
tG(GCC)D2,187212,187282
YDR262W,187514,188332
YDR265W,193244,194257
YDR268W,198384,199523
YDR270W,200055,203069
YDR272W,203390,204214
YDR273W,204556,205653
YDR275W,206632,207339
YDR279W,213748,214800
YDR280W,215127,216044
YDR285W,226816,229443
YDR287W,230375,231253
YDR288W,231575,232486
YDR290W,233750,234079
YDR291W,234108,237341
YDR296W,249592,250272
YDR297W,250931,251980
YDR299W,254007,255611
YDR301W,257732,261805
YDR302W,262111,262770
YDR307W,270245,272233
YDR311W,279445,281373
YDR312W,281961,283322
YDR316W,288143,289558
YDR316W-A,290444,291766
YDR316W-B,290444,295712
YDR317W,296564,297808
YDR318W,298138,299327
YDR320W-B,302864,303001
YDR321W,303082,304227
YDR322W,304969,306072
YDR325W,311506,314613
YDR327W,319682,320008
YDR330W,322252,323754
YDR331W,323968,325203
YDR332W,325381,327450
YDR334W,330312,334856
YDR335W,335548,339222
YDR336W,339472,340416
YDR337W,340699,341559
YDR340W,345261,345563
YDR347W,363558,364523
tM(CAU)D,370209,370281
YDR351W,373046,375640
YDR352W,376181,377134
YDR353W,377679,378638
YDR354W,379127,380269
YDR356W,380487,383321
YDR358W,384439,386112
YDR360W,388978,389412
YDR363W,393563,394933
tK(CUU)D1,396130,396202
YDR363W-A,396508,396777
YDR365W-B,401377,406645
YDR365W-A,401377,402699
YDR367W,407228,407994
YDR368W,408284,409222
YDR371W,413793,415328
YDR373W,417139,417711
YDR374W-A,419137,419406
YDR376W,421202,422683
YDR377W,422991,423296
YDR379W,424547,427576
YDR380W,428598,430505
YDR381W,430938,432384
YDR382W,433872,434204
YDR385W,437610,440138
YDR386W,440464,442362
YDR388W,444566,446014
YDR389W,446917,448881
YDR392W,453076,454089
YDR393W,454281,455651
YDR394W,456061,457347
YDR395W,457704,460538
YDR396W,460675,461175
YDR398W,461851,463782
YDR399W,464448,465113
YDR400W,465443,466465
YDR401W,466603,467166
YDR403W,468982,470592
YDR405W,472026,472817
YDR406W,473590,478179
YDR406W-A,478179,478424
YDR409W,483786,486500
YDR412W,489073,489780
YDR416W,492812,495391
YDR418W,495996,496493
YDR419W,497554,499452
tS(AGA)D3,500010,500092
YDR420W,500647,506055
YDR421W,506420,509272
YDR425W,514444,516321
YDR427W,516585,517766
YDR431W,522770,523081
YDR432W,523163,524407
YDR433W,523980,524420
YDR434W,525617,527221
YDR436W,529201,531333
YDR437W,531732,532154
YDR438W,532654,533766
YDR439W,534056,535099
YDR440W,536873,538621
YDR442W,540027,540419
YDR444W,544670,546733
YDR446W,548105,549013
YDR448W,550445,551749
YDR450W,554303,555178
YDR452W,557258,559282
YDR456W,561865,563766
YDR457W,564170,573976
YDR460W,578191,579156
YDR461W,579556,579666
YDR462W,580453,580896
YDR463W,581196,582755
YDR464W,583252,587559
YDR466W,589501,592197
YDR469W,593395,593922
YDR471W,596150,596944
snR13,597299,597422
YDR472W,597702,598553
YDR477W,606753,608654
YDR478W,608955,609551
YDR480W,611779,612750
YDR483W,615537,616865
YDR484W,617143,619068
YDR489W,625392,626276
YDR492W,629304,630254
YDR493W,630597,630968
YDR494W,631310,632395
YDR499W,642210,644453
YDR501W,645733,647298
YDR509W,662606,662953
YDR510W,663780,664085
YDR511W,664397,664798
YDR513W,665397,665828
YDR515W,667809,669152
YDR517W,671619,672737
YDR518W,672988,674541
YDR519W,674805,675212
YDR521W,677521,677856
YDR524W-C,683783,683872
YDR525W,684285,684614
YDR525W-A,684976,685215
YDR527W,685474,686793
YDR528W,688966,690237
YDR531W,692612,693715
YDR536W,702385,704094
YDR538W,705282,706010
YDR539W,706474,707985
YDR542W,717629,717991
YDR545W,720701,726091
YEL077W-A,630,1112
YEL075W-A,4870,5481
YEL074W,6126,6464
YEL072W,13720,14415
YEL071W,16355,17845
YEL070W,19589,21097
YEL066W,26667,27206
YEL065W,27657,29543
YEL062W,34407,36254
YEL059W,42652,42960
YEL058W,43252,44925
YEL056W,47168,48373
YEL053W-A,52908,53255
YEL052W,56571,58100
YEL051W,58378,59148
YEL050W-A,59549,59740
snR67,61352,61433
snR53,61699,61789
YEL049W,63728,64090
YEL044W,69757,70257
YEL043W,70478,73348
YEL042W,73771,75327
YEL041W,75944,77431
YEL040W,78053,79456
YEL038W,80462,81145
YEL034W,85676,86149
YEL033W,86179,86598
tS(AGA)E,86604,86685
YEL032W,86937,89852
YEL031W,90258,93905
YEL030W,94644,96578
YEL028W,98668,99129
tM(CAU)E,100133,100204
YEL027W,100769,101251
YEL026W,101943,102323
YEL024W,107260,107907
YEL022W,111421,115800
YEL021W,116167,116970
YEL020W-A,117211,117474
YEL018W,121471,122310
YEL017W,123657,124670
YEL015W,126629,128284
YEL013W,128825,130561
YEL012W,131772,132551
YEL011W,133120,135234
YEL010W,136279,136629
tR(UCU)E,138666,138737
YEL008W,140512,140892
YEL007W,141892,143892
YEL006W,144327,145334
YEL004W,146951,147979
YEL003W,148176,148599
YER001W,153520,155808
YER002W,156803,157498
YER004W,159580,160275
YER005W,160550,162442
YER006W,162723,164285
YER007W,164527,166083
YER009W,172115,172492
YER011W,175248,176012
tE(UUC)E1,177099,177170
YER012W,177835,178431
YER013W,178841,182278
YER014W,182600,184219
YER015W,184541,186775
YER016W,188277,189311
YER019W,192797,194230
YER020W,195168,196517
YER021W,196948,198519
YER022W,198812,200875
YER023W,201076,201936
YER024W,202192,204963
YER025W,205251,206834
tH(GUG)E1,207357,207428
YER030W,213437,213898
YER032W,215063,217693
YER034W,221846,222403
YER035W,222639,223076
YER037W,225889,226854
YER038W-A,228451,228831
YER040W,229795,231987
YER041W,232461,234740
YER042W,234937,235491
YER046W,243180,243611
YER046W-A,243700,244029
tQ(UUG)E1,250286,250357
YER048W-A,250718,251002
YER049W,251728,253662
YER051W,254656,256134
YER058W,271768,272091
YER059W,272624,273886
YER060W,274567,276153
YER060W-A,276572,278164
YER063W,281710,282366
YER066W,290242,290799
YER067W,292066,292551
YER068W,293050,294813
YER069W,295410,298001
YER070W,298950,301616
YER072W,302806,303195
YER073W,304030,305592
YER074W,306323,307196
YER074W-A,307653,308123
YER076W-A,313390,313737
YER078W-A,318646,318810
YER079W,318920,319552
YER080W,319963,321846
SRG1,322212,322762
YER081W,322686,324095
YER084W,327065,327451
YER084W-A,327598,328110
YER086W,328477,330207
YER087W,330576,332306
YER088W-B,335927,336073
YER090W,337949,339472
YER092W,342855,343232
YER095W,349980,351182
YER096W,351698,353236
tE(UUC)E2,354934,355005
YER097W,355140,355469
YER098W,355466,357730
YER100W,359562,360314
YER102W,363100,363702
YER103W,364589,366517
YER104W,366802,367428
YER106W,372326,373234
YER107W-A,374394,374714
YER112W,387232,387795
YER117W,396769,397653
YER120W,401135,401869
YER121W,402375,402719
YER123W,404813,406387
YER125W,410189,412618
YER127W,414481,415554
YER128W,415859,416470
YER129W,417281,420709
YER131W,423952,424311
snR4,424698,424883
YER133W,432495,433958
YER133W-A,437191,437532
tV(AAC)E1,438700,438773
YER136W,439616,440971
YER137W-A,441575,441880
SCR1,441987,442508
YER138W-A,449474,449578
YER140W,451565,453235
YER141W,453459,454919
YER143W,456319,457605
YER146W,462585,462866
YER148W,465303,466025
YER148W-A,466185,466763
YER150W,468370,468816
tV(AAC)E2,469457,469530
YER152W-A,473485,474051
YER154W,475020,476228
YER157W,484788,487193
YER158W-A,491487,491702
YER164W,505392,509798
YER165W,510373,512106
YER166W,512744,517459
YER167W,518216,520771
YER169W,523369,525759
YER170W,525974,526651
YER171W,527082,529418
YER173W,536300,538279
YER175W-A,540650,540814
YER176W,541690,545055
YER177W,545611,546414
YER178W,546817,548079
YER179W,548421,549517
YER182W,552525,553259
YER185W,559454,560365
YER187W,566230,566655
YER188W,568040,568759
YER189W,571155,571523
YER190W,571480,576525
YFL068W,53,535
YFL067W,836,1363
YFL063W,5066,5521
YFL062W,6426,7565
YFL061W,9545,10222
YFL059W,11363,12259
YFL058W,12929,13951
YFL055W,17004,18680
YFL053W,23423,25198
YFL052W,28232,29629
YFL049W,36803,38674
YFL047W,40421,42565
YFL046W,42815,43438
YFL041W-A,48734,48925
YFL041W,49139,51007
YFL040W,51350,52972
YFL037W,56336,57709
YFL036W,58782,62837
YFL034W,65477,68698
YFL032W,74872,75192
YFL031W,75179,76147
YFL030W,76831,77988
YFL026W,82580,83875
YFL023W,90986,93376
YFL021W,95966,97498
tP(UGG)F,101376,101478
YFL017W-A,103699,103932
YFL015W-A,106415,106732
YFL014W,107256,107585
YFL013W-A,107799,108602
YFL012W-A,109810,110184
YFL012W,110647,111093
YFL011W,112345,113985
YFL010W-A,114990,115274
YFL009W,116145,118484
YFL008W,119429,123106
YFL007W,123479,129910
YFL005W,130334,130981
YFL004W,131810,134296
YFL002W-A,138204,143517
YFL002W-B,138204,139520
YFL001W,147131,148459
YFR001W,149110,149724
YFR002W,150016,152535
YFR004W,153393,154313
YFR006W,156145,157752
YFR007W,159299,160360
YFR008W,160535,161200
tG(GCC)F1,162228,162298
YFR009W,162488,164746
YFR009W-A,163875,164132
YFR010W,165067,166566
YFR010W-A,166728,166916
tY(GUA)F1,167437,167525
YFR012W,167888,168496
YFR012W-A,169224,169310
YFR013W,169922,172285
YFR019W,184502,191338
YFR020W,192737,193435
YFR021W,194812,196314
YFR022W,196833,199034
YFR023W,199874,201709
YFR027W,207452,208297
YFR029W,210937,212973
YFR030W,213312,216419
RUF23,221714,221967
YFR034W-A,226022,226309
YFR036W,226963,227337
YFR036W-A,227451,228101
YFR038W,229380,231941
YFR040W,234242,237250
YFR042W,238458,239060
YFR045W,241998,242999
YFR048W,246146,248134
YFR049W,248523,248894
YFR052W,252505,253329
YFR055W,264204,265226
YFR057W,269061,269516
YGL263W,2790,3932
YGL262W,5312,5839
YGL260W,6860,7090
YGL259W,8470,8967
YGL258W-A,9162,9395
YGL258W,11110,11730
YGL256W,15159,16307
YGL255W,20978,22108
YGL254W,22304,23203
YGL253W,23935,25395
YGL250W,31910,32635
YGL249W,33098,35212
YGL248W,35653,36762
YGL247W,36933,37526
YGL245W,39023,41149
YGL244W,41498,43174
YGL243W,43307,44509
YGL241W,45445,48459
YGL240W,48613,49365
YGL238W,49552,52434
YGL235W,55279,55815
YGL234W,56482,58890
YGL233W,59122,61854
YGL232W,62075,63002
YGL228W,67598,69331
YGL227W,69671,72547
YGL226W,73340,73711
YGL225W,76894,77907
YGL220W,82374,82736
YGL218W,83650,84300
YGL216W,84885,87302
YGL215W,87981,89339
YGL214W,90010,90495
YGL212W,91432,92382
YGL211W,92512,93591
YGL210W,93792,94460
YGL209W,95858,97006
YGL208W,97338,98585
YGL207W,98969,102076
YGL205W,108158,110404
tK(UUU)G1,115488,115583
YGL202W,116059,117561
tK(CUU)G1,122269,122341
YGL198W,123591,124298
YGL197W,124698,129161
YGL196W,129883,131169
YGL195W,131525,139543
YGL192W,142246,144048
YGL191W,144808,145197
YGL181W,157906,159096
YGL180W,160065,162758
YGL178W,167352,170571
YGL177W,167559,167906
YGL174W,174545,175345
YGL172W,180700,182118
YGL171W,182390,184084
YGL169W,186059,187339
YGL168W,187464,187796
YGL166W,191129,191806
YGL162W,198138,199037
YGL160W,200561,202273
YGL159W,202721,203833
tL(CAA)G1,205521,205634
YGL158W,207033,208571
YGL157W,209006,210049
YGL156W,210416,213667
YGL155W,214081,215211
YGL153W,216273,217298
YGL151W,217524,220922
YGL149W,225572,225877
YGL148W,226399,227529
YGL145W,230243,232348
YGL141W,238353,241085
YGL139W,245716,248124
YGL137W,249869,252738
