chrom	locus	3D_x	3D_y	3D_z
2	YBL073W	119.256	103.777	91.643
2	snR56	119.271	103.632	91.485
2	YBL071W-A	119.378	103.440	91.072
2	YBL069W	119.416	103.489	91.024
2	YBL068W-A	119.560	103.867	91.014
2	YBL068W	119.617	104.071	91.055
2	YBL065W	121.037	109.786	93.160
2	YBL063W	121.589	111.405	93.750
2	YBL062W	122.721	114.192	94.722
2	YBL060W	123.317	115.794	95.030
2	YBL059W	123.517	116.848	94.797
2	YBL058W	123.486	117.115	94.553
2	YBL056W	123.132	117.401	93.564
2	YBL054W	122.440	117.324	91.563
2	YBL053W	122.479	117.540	90.429
2	YBL050W	124.373	119.256	87.445
2	YBL049W	125.467	120.209	86.534
2	YBL048W	125.718	120.456	86.350
2	YBL046W	127.744	123.118	85.454
2	YBL044W	128.637	125.116	85.786
2	YBL043W	128.733	125.332	85.829
2	YBL041W	129.272	125.729	85.482
2	YBL039W-B	129.319	124.749	84.722
2	YBL038W	129.194	122.997	83.574
2	YBL037W	129.112	122.280	83.047
2	YBL032W	126.976	115.761	73.807
2	YBL031W	126.683	115.182	72.608
2	YBL029W	125.801	113.514	68.980
2	YBL027W	125.227	112.471	67.083
2	YBL026W	124.696	111.522	65.676
2	YBL025W	124.406	111.009	65.009
2	YBL024W	124.101	110.470	64.367
2	YBL020W	120.799	104.693	58.238
2	YBL019W	120.204	103.642	56.883
2	YBL016W	119.819	102.425	51.457
2	YBL015W	120.231	102.919	50.477
2	tI(AAU)B	121.578	104.663	48.237
2	YBL013W	123.357	107.084	45.461
2	YBL011W	123.952	107.920	44.562
2	YBL009W	125.221	109.862	42.454
2	YBL008W-A	125.731	111.080	40.788
2	YBL008W	125.731	111.080	40.788
2	YBL006W-A	125.238	113.575	35.388
2	YBL005W	125.013	113.738	34.648
2	YBL005W-A	123.966	113.648	32.150
2	YBL005W-B	123.966	113.648	32.150
2	tS(AGA)B	122.192	111.716	30.046
2	YBL004W	122.031	111.492	29.983
2	YBL002W	119.609	107.268	33.310
2	YBR003W	120.640	107.075	36.624
2	YBR005W	122.294	108.343	37.587
2	YBR006W	122.872	108.787	37.950
2	YBR010W	127.174	111.237	43.962
2	YBR012W-A	127.767	111.045	46.703
2	YBR012W-B	127.767	111.045	46.703
2	tT(AGU)B	126.873	108.814	51.524
2	YBR016W	126.643	108.048	54.108
2	YBR020W	129.363	109.470	60.851
2	YBR021W	130.609	109.532	62.586
2	YBR022W	131.715	109.330	63.911
2	YBR024W	135.513	108.471	67.489
2	YBR030W	142.055	110.086	71.733
2	YBR031W	143.156	110.419	72.457
2	YBR032W	144.247	110.723	73.208
2	YBR033W	144.608	110.818	73.464
2	TLC1	148.438	111.632	76.521
2	YBR038W	151.070	111.849	79.513
2	YBR039W	152.746	111.720	82.166
2	YBR040W	153.234	111.608	83.336
2	YBR041W	153.500	111.478	84.490
2	YBR047W	147.632	109.091	92.898
2	YBR048W	146.887	108.764	93.177
2	YBR051W	142.884	107.243	93.922
2	YBR054W	138.854	107.551	94.355
2	tL(UAA)B2	135.311	108.971	94.546
2	YBR056W	134.939	109.033	94.551
2	tQ(UUG)B	132.812	108.821	94.509
2	YBR056W-A	132.476	108.688	94.490
2	YBR064W	128.891	103.908	100.422
2	YBR071W	130.832	99.320	102.685
2	YBR072W	131.279	99.402	103.238
2	YBR073W	131.618	99.597	103.702
2	YBR074W	132.912	100.920	105.713
2	YBR076W	133.224	101.428	106.776
2	YBR078W	132.495	100.875	106.640
2	tR(UCU)B	128.427	93.082	100.558
2	tD(GUC)B	128.427	93.082	100.558
2	YBR083W	128.960	91.840	99.356
2	YBR084W	129.707	91.611	98.883
2	YBR085W	132.897	93.075	98.833
2	YBR087W	138.556	96.714	101.094
2	YBR089W	139.212	97.141	101.550
2	YBR094W	142.740	100.607	105.222
2	YBR096W	143.828	102.952	107.610
2	YBR097W	143.973	103.370	108.172
2	YBR098W	143.895	103.530	110.244
2	YBR103W	142.440	100.225	111.942
2	YBR104W	142.434	99.656	112.400
2	YBR106W	143.180	99.829	113.045
2	YBR108W	144.494	100.915	113.545
2	YBR109W-A	146.418	102.232	114.260
2	YBR110W	146.635	102.289	114.368
2	YBR111W-A	147.633	101.943	115.050
2	YBR113W	148.134	100.070	115.912
2	YBR114W	148.073	99.074	116.239
2	YBR118W	142.787	94.229	116.821
2	YBR119W	142.324	93.788	116.926
2	YBR124W	145.813	93.637	118.153
2	YBR126W-A	148.675	94.893	119.481
2	YBR126W-B	148.675	94.893	119.481
2	YBR131W	150.445	98.061	121.747
2	YBR134W	149.255	98.587	124.562
2	YBR135W	148.792	98.251	124.965
2	YBR136W	148.538	98.062	125.156
2	YBR137W	143.937	96.022	125.381
2	YBR139W	142.082	95.671	124.379
2	YBR141W-A	137.899	91.712	125.049
2	YBR142W	137.572	90.983	125.293
2	YBR145W	135.472	88.351	124.310
2	YBR146W	134.658	87.643	123.545
2	YBR147W	134.088	87.166	123.029
2	YBR148W	133.209	86.437	122.309
2	YBR149W	131.992	85.442	121.447
2	YBR151W	128.720	82.838	119.793
2	YBR152W	127.822	82.132	119.509
2	YBR153W	127.369	81.773	119.438
2	YBR155W	126.748	81.267	119.674
2	YBR158W	128.414	82.442	122.956
2	YBR159W	129.328	83.063	124.387
2	YBR160W	129.986	83.481	125.493
2	YBR161W	130.622	83.858	126.626
2	YBR162W-A	132.013	84.578	129.380
2	YBR163W	132.199	84.669	129.768
2	YBR165W	133.254	85.505	131.592
2	YBR168W	133.883	86.695	131.850
2	YBR171W	133.781	88.811	129.436
2	YBR175W	132.461	88.612	127.569
2	YBR176W	131.966	88.330	127.104
2	YBR178W	130.514	87.317	125.998
2	YBR180W	129.098	86.733	125.428
2	YBR183W	129.074	89.115	127.879
2	YBR184W	129.451	89.818	128.828
2	YBR186W	130.480	90.608	130.729
2	YBR187W	131.368	90.677	131.997
2	YBR189W	132.417	90.381	133.267
2	YBR190W	133.226	89.969	134.161
2	YBR191W	133.439	89.833	134.404
2	YBR191W-A	133.620	89.699	134.617
2	YBR192W	133.769	89.568	134.800
2	YBR194W	134.035	88.952	135.265
2	YBR199W	130.416	87.837	132.410
2	YBR200W	130.297	88.283	132.174
2	YBR200W-A	130.683	89.053	132.294
2	YBR201W	130.858	89.296	132.379
2	YBR202W	132.089	90.756	133.073
2	YBR203W	132.931	92.361	133.715
2	YBR205W	132.223	94.145	133.918
2	YBR206W	131.745	94.439	133.839
2	YBR207W	131.462	94.573	133.783
2	YBR209W	127.148	96.941	134.897
2	tE(UUC)B	125.774	97.924	136.176
2	YBR210W	125.510	98.116	136.464
2	YBR212W	124.386	98.641	137.478
2	YBR213W	123.597	98.443	137.789
2	YBR214W	123.375	98.161	137.716
2	YBR215W	123.091	97.251	137.233
2	YBR217W	123.050	94.129	134.911
2	YBR221W-A	123.673	89.136	129.253
2	YBR223W-A	123.656	88.087	128.099
2	YBR224W	123.512	87.298	127.401
2	YBR225W	123.439	87.035	127.200
2	YBR228W	122.041	84.410	126.063
2	YBR230W-A	120.874	83.539	126.645
2	YBR233W	120.767	84.437	127.862
2	YBR233W-A	120.880	85.284	128.715
2	YBR235W	121.103	86.623	129.917
2	YBR237W	121.636	90.241	132.542
2	YBR242W	123.023	100.156	137.899
2	YBR244W	123.381	101.981	139.033
2	YBR246W	123.719	102.110	139.632
2	YBR250W	123.611	96.668	138.273
2	YBR251W	123.052	94.734	137.478
2	YBR252W	122.745	93.997	137.126
2	YBR253W	122.389	93.281	136.753
2	YBR255W	121.985	92.586	136.361
2	YBR257W	120.409	90.259	135.542
2	YBR259W	120.132	89.880	135.843
2	YBR263W	120.197	90.323	139.750
2	YBR265W	120.289	91.044	141.266
2	YBR267W	120.292	91.741	142.278
2	YBR268W	120.236	92.570	143.181
2	YBR271W	119.882	95.025	144.869
2	YBR274W	119.928	97.230	146.682
2	YBR278W	124.602	92.801	149.718
2	YBR279W	125.030	92.206	149.529
2	YBR282W	127.606	88.736	146.378
2	YBR284W	129.204	88.153	144.845
2	YBR285W	131.167	88.372	143.476
2	YBR286W	131.530	88.487	143.264
2	YBR287W	132.897	88.984	142.556
2	YBR289W	134.039	89.204	142.251
2	YBR290W	134.057	88.756	142.874
2	YBR293W	132.279	86.924	145.321
2	YBR294W	131.458	85.867	146.497
2	YBR295W	130.149	83.423	148.717
2	YBR297W	129.367	78.590	152.440
2	YBR299W	130.273	76.735	154.216
2	YBR301W	131.555	75.427	155.670
3	YCL076W	133.863	129.400	62.938
3	YCL075W	133.811	129.260	63.927
3	YCL074W	133.759	129.119	64.916
3	YCL069W	133.657	127.865	68.894
3	YCL066W	133.965	126.168	68.378
3	YCL065W	134.025	125.905	68.135
3	YCL063W	134.332	123.896	65.860
3	YCL058W-A	133.212	120.511	62.153
3	YCL057W	132.594	119.685	61.293
3	YCL055W	131.208	118.415	59.532
3	YCL054W	129.553	117.878	57.310
3	YCL051W	127.407	118.669	54.238
3	YCL048W-A	126.431	121.355	52.073
3	YCL048W	126.468	121.681	52.004
3	YCL046W	127.573	124.995	52.178
3	YCL042W	128.096	126.088	51.949
3	YCL040W	128.093	126.045	51.858
3	YCL039W	127.991	125.678	51.501
3	YCL036W	126.273	121.254	49.072
3	YCL034W	125.314	119.404	48.223
3	YCL032W	124.447	117.944	47.612
3	YCL028W	121.865	114.587	45.484
3	YCL027W	121.437	114.417	44.591
3	YCL024W	121.277	116.726	41.190
3	YCL021W-A	122.062	119.714	40.139
3	YCL019W	122.471	120.944	40.028
3	YCL020W	122.471	120.944	40.028
3	tL(CAA)C	124.127	124.392	38.307
3	YCL018W	124.253	124.525	38.026
3	YCL014W	125.461	124.697	34.186
3	YCL005W-A	130.075	125.845	27.034
3	YCL005W	130.453	125.843	26.702
3	YCL004W	130.754	125.745	26.481
3	YCL001W	131.186	124.868	26.486
3	YCL001W-A	131.173	124.382	26.711
3	YCL001W-B	131.083	123.798	27.047
3	YCR001W	130.815	122.760	27.751
3	YCR003W	130.443	120.901	29.478
3	tN(GUU)C	131.607	118.274	36.405
3	YCR008W	131.947	118.252	37.176
3	YCR012W	136.580	120.009	42.870
3	YCR016W	138.446	119.305	46.865
3	tM(CAU)C	138.405	116.017	51.595
3	YCR019W	137.903	114.303	53.588
3	YCR020W-B	137.257	112.799	55.144
3	snR65	129.075	104.984	65.011
3	YCR032W	129.193	105.603	67.070
3	YCR033W	131.514	107.403	72.409
3	YCR034W	133.552	108.800	74.957
3	YCR036W	135.222	110.130	76.554
3	YCR038W-A	137.682	111.945	78.844
3	YCR040W	137.732	111.827	79.088
3	YCR041W	137.715	111.720	79.195
3	YCR045W-A	135.464	107.209	80.397
3	YCR047W-A	135.627	106.201	81.370
3	YCR048W	135.740	106.050	81.614
3	YCR051W	136.460	105.617	82.753
3	YCR052W	136.980	105.503	83.422
3	YCR053W	137.809	105.477	84.440
3	YCR060W	141.113	108.544	88.763
3	YCR061W	141.390	109.294	89.162
3	tS(CGA)C	141.838	111.127	89.733
3	YCR063W	141.884	111.480	89.770
3	YCR065W	141.933	112.175	89.766
3	YCR066W	141.856	113.513	89.449
3	YCR068W	140.510	116.692	86.654
3	YCR069W	139.752	117.327	85.400
3	YCR073W-A	135.769	116.292	80.419
3	YCR075W-A	134.795	115.337	79.424
3	YCR079W	133.153	112.809	77.993
3	YCR081W	132.642	111.647	77.648
3	YCR082W	132.043	109.032	77.018
3	YCR083W	132.099	108.919	76.971
3	YCR085W	133.187	109.135	76.772
3	YCR086W	133.441	109.310	76.762
3	YCR087W	133.720	109.521	76.756
3	YCR088W	134.353	110.051	76.758
3	YCR089W	136.059	111.552	76.816
3	YCR091W	140.854	115.708	77.284
3	YCR093W	144.575	118.446	78.494
3	YCR094W	149.111	120.212	81.990
3	YCR095W-A	150.666	120.394	82.816
3	YCR097W	153.366	120.145	82.922
3	YCR097W-A	153.659	120.071	82.824
3	tT(AGU)C	154.223	119.910	82.577
3	YCR102W-A	152.451	122.494	81.570
3	YCR104W	151.658	123.102	81.602
3	YCR105W	150.865	123.711	81.633
4	YDL248W	77.510	35.688	87.532
4	YDL247W-A	78.518	36.166	89.192
4	YDL247W	79.479	36.588	90.693
4	YDL244W	85.970	35.743	91.615
4	YDL242W	88.437	35.062	90.699
4	YDL241W	89.683	34.787	90.239
4	YDL240W	91.780	34.426	89.468
4	YDL237W	97.792	34.582	88.374
4	YDL236W	99.179	35.111	88.812
4	YDL233W	101.825	36.710	90.696
4	YDL232W	102.389	36.843	91.181
4	YDL230W	102.966	35.750	91.750
4	YDL229W	102.834	34.798	91.692
4	YDL225W	102.897	31.671	92.154
4	YDL221W	106.427	34.562	93.543
4	YDL219W	107.000	33.819	91.990
4	YDL218W	107.202	33.334	91.106
4	YDL212W	108.172	36.186	93.677
4	tG(GCC)D1	107.442	34.873	94.638
4	YDL210W	107.181	34.169	94.596
4	YDL208W	106.356	31.617	94.278
4	YDL207W	106.236	31.184	94.233
4	YDL206W	105.811	29.438	94.079
4	YDL204W	105.169	25.429	93.893
4	YDL202W	104.734	21.832	93.759
4	YDL201W	104.586	20.943	93.691
4	YDL196W	103.163	15.008	92.799
4	YDL195W	103.080	14.708	92.694
4	YDL194W	102.858	13.708	91.391
4	YDL193W	103.231	14.737	90.159
4	YDL192W	103.666	16.031	89.285
4	YDL191W	103.894	16.717	88.937
4	YDL189W	104.995	20.062	88.155
4	YDL186W	105.930	22.931	88.420
4	YDL185W	106.293	23.890	88.568
4	YDL182W	107.167	23.618	87.960
4	YDL181W	107.207	22.533	87.531
4	YDL180W	107.208	21.696	87.190
4	YDL179W	107.162	19.727	86.171
4	YDL178W	107.124	18.988	85.697
4	YDL176W	106.979	17.265	84.346
4	YDL173W	106.553	13.691	80.378
4	YDL170W	107.739	8.590	75.490
4	YDL168W	108.283	7.919	74.820
4	YDL165W	108.780	9.564	75.837
4	YDL163W	108.816	11.195	76.865
4	YDL161W	108.801	11.449	76.976
4	YDL159W-A	108.318	12.555	76.471
4	YDL159W	108.227	12.547	76.248
4	YDL156W	107.653	12.115	74.629
4	YDL155W	107.293	11.703	73.155
4	YDL154W	107.252	11.652	72.256
4	YDL152W	108.310	12.824	70.614
4	YDL150W	108.537	13.077	70.530
4	YDL149W	109.348	13.983	70.393
4	YDL147W	111.963	17.960	71.442
4	YDL146W	112.297	18.926	72.092
4	YDL143W	113.059	22.432	75.377
4	YDL141W	113.643	22.417	75.116
4	YDL138W	114.644	22.915	73.666
4	YDL137W	114.001	24.852	74.851
4	YDL136W	113.797	25.291	75.132
4	YDL133W	113.054	25.189	75.151
4	YDL132W	112.886	24.079	74.512
4	YDL131W	112.925	21.931	73.336
4	YDL130W-A	113.170	21.045	72.939
4	YDL130W	113.417	20.529	72.748
4	YDL129W	113.731	20.073	72.617
4	YDL128W	114.329	19.500	72.532
4	YDL127W	115.663	18.844	72.687
4	YDL124W	118.367	19.133	72.359
4	YDL123W	118.710	19.469	72.068
4	YDL122W	119.006	19.893	71.705
4	YDL120W	119.727	21.957	69.940
4	YDL118W	120.079	22.648	69.224
4	YDL117W	120.368	22.948	68.817
4	YDL116W	121.493	23.075	67.938
4	YDL114W-A	123.298	21.759	67.557
4	YDL114W	123.583	21.476	67.547
4	YDL112W	124.957	20.470	67.257
4	YDL108W	124.009	24.596	65.187
4	YDL107W	123.486	25.613	64.983
4	YDL105W	122.118	27.672	65.038
4	YDL102W	120.182	29.534	65.899
4	YDL099W	118.817	28.726	64.514
4	YDL095W	118.962	26.883	62.467
4	YDL093W	119.708	26.292	61.236
4	YDL092W	121.042	26.818	60.634
4	YDL089W	123.533	29.036	60.746
4	YDL086W	125.861	32.030	61.686
4	YDL085W	126.472	33.087	62.175
4	YDL084W	127.157	34.540	62.962
4	YDL082W	128.499	36.362	64.175
4	YDL075W	137.379	34.942	64.626
4	YDL073W	140.119	37.361	64.666
4	YDL070W	140.758	40.180	64.363
4	YDL068W	139.976	41.675	63.984
4	YDL066W	139.117	42.547	63.685
4	YDL064W	137.430	43.984	63.179
4	YDL062W	135.723	45.418	62.750
4	YDL060W	134.689	46.276	62.530
4	YDL058W	131.906	48.540	62.073
4	YDL057W	129.455	49.149	60.723
4	YDL056W	129.317	48.548	60.175
4	tK(UUU)D	129.511	45.108	57.332
4	YDL051W	128.508	45.502	55.594
4	YDL047W	126.444	48.930	53.915
4	YDL046W	126.176	49.647	53.747
4	YDL045W-A	125.931	50.404	53.612
4	YDL041W	124.775	55.575	53.318
4	YDL034W	122.436	67.209	51.729
4	YDL032W	122.817	68.319	51.260
4	YDL031W	122.982	68.682	51.088
4	YDL030W	124.286	71.224	49.815
4	YDL029W	124.823	72.764	49.166
4	YDL026W	125.396	76.923	47.845
4	YDL025W-A	125.388	77.800	47.623
4	tA(AGC)D	125.810	81.581	45.799
4	YDL022W	126.102	82.507	45.006
4	YDL021W	126.610	83.591	43.771
4	YDL017W	126.427	88.410	37.302
4	YDL014W	124.901	90.169	35.300
4	YDL013W	124.489	90.883	34.361
4	YDL010W	124.169	92.446	31.959
4	YDL008W	124.243	92.867	31.218
4	tS(AGA)D1	124.836	94.329	28.346
4	YDL007W	124.836	94.329	28.346
4	YDL006W	124.712	94.520	27.922
4	YDL004W	123.998	94.240	28.367
4	YDL003W	123.402	93.846	29.076
4	YDL001W	122.171	92.590	31.330
4	YDR002W	122.542	90.707	34.518
4	YDR003W	122.922	90.320	35.147
4	YDR003W-A	123.403	89.929	35.774
4	YDR004W	123.403	89.929	35.774
4	YDR007W	126.277	86.991	40.473
4	YDR009W	126.671	86.312	41.564
4	YDR011W	127.126	85.148	43.422
4	YDR012W	126.040	82.528	47.066
4	YDR013W	125.539	82.121	47.543
4	YDR014W	124.946	81.722	47.982
4	YDR014W-A	122.489	80.037	49.614
4	YDR021W	121.952	74.568	54.228
4	YDR023W	122.409	72.838	55.633
4	YDR024W	122.674	71.800	56.477
4	YDR025W	122.761	71.453	56.759
4	YDR029W	125.524	65.588	61.559
4	YDR031W	127.133	64.587	62.402
4	YDR033W	130.719	63.530	63.252
4	tL(UAA)D	139.316	65.518	60.183
4	tQ(UUG)D1	140.521	65.637	59.811
4	YDR034W-B	140.932	65.651	59.707
4	YDR035W	141.347	65.651	59.611
4	YDR037W	144.382	65.286	59.213
4	YDR041W	156.085	60.493	60.719
4	YDR044W	159.136	56.463	63.313
4	YDR047W	160.431	52.525	65.917
4	YDR049W	160.589	51.406	66.644
4	YDR053W	160.217	46.435	69.521
4	YDR055W	159.242	43.747	70.646
4	YDR057W	158.248	41.831	71.237
4	tR(UCU)D	157.180	39.624	71.410
4	tD(GUC)D	157.180	39.624	71.410
4	YDR060W	156.736	38.566	71.251
4	YDR061W	155.935	36.214	70.242
4	YDR062W	155.453	34.682	69.140
4	YDR063W	154.784	33.689	68.528
4	YDR064W	154.341	33.276	68.333
4	YDR065W	153.827	32.919	68.210
4	YDR068W	151.854	32.178	68.280
4	YDR073W	144.300	32.470	70.623
4	YDR074W	143.089	32.823	71.092
4	YDR075W	140.747	33.686	72.140
4	YDR076W	139.644	34.088	72.776
4	YDR077W	137.912	34.696	74.009
4	YDR079W	136.621	35.126	75.153
4	YDR080W	136.007	35.322	75.777
4	YDR082W	132.239	37.211	79.544
4	YDR083W	131.382	37.930	80.179
4	YDR089W	128.629	41.576	81.222
4	YDR092W	132.902	38.164	77.824
4	YDR093W	133.727	37.299	77.195
4	YDR094W	135.998	34.438	75.494
4	YDR096W	136.355	33.780	75.235
4	YDR099W	135.760	23.271	77.001
4	YDR100W	136.529	22.281	76.767
4	YDR103W	138.106	20.648	76.656
4	YDR106W	138.231	22.133	80.984
4	YDR108W	139.278	23.693	83.554
4	YDR110W	142.368	24.714	85.217
4	YDR112W	145.134	25.107	85.463
4	YDR115W	147.003	25.166	84.958
4	YDR118W	149.751	24.915	83.072
4	YDR118W-A	150.601	24.907	82.346
4	YDR119W	150.601	24.907	82.346
4	YDR119W-A	150.894	25.266	82.100
4	YDR121W	150.238	25.904	82.669
4	YDR122W	149.747	26.245	83.093
4	YDR124W	145.710	28.201	86.001
4	YDR126W	143.799	28.750	87.011
4	YDR127W	142.589	29.004	87.559
4	YDR128W	139.718	28.814	89.234
4	YDR137W	136.730	26.083	96.199
4	YDR138W	135.301	26.972	96.743
4	YDR140W	132.689	28.571	97.297
4	YDR145W	131.744	27.826	94.774
4	YDR147W	135.194	26.059	93.934
4	YDR150W	138.501	25.542	94.495
4	YDR152W	146.253	22.111	95.512
4	YDR156W	148.082	20.773	95.894
4	YDR157W	148.204	20.719	95.993
4	YDR158W	148.301	20.690	96.104
4	YDR159W	148.450	20.754	96.504
4	YDR160W	147.897	21.980	98.048
4	YDR161W	147.881	23.203	99.296
4	YDR163W	148.564	24.189	100.275
4	YDR165W	150.583	25.517	101.552
4	YDR167W	152.312	26.795	102.577
4	YDR168W	152.245	26.972	102.656
4	YDR170W-A	148.198	26.008	102.099
4	YDR171W	150.591	24.728	102.735
4	YDR172W	151.873	23.844	103.095
4	YDR174W	153.501	22.052	103.615
4	YDR176W	154.183	20.581	103.901
4	YDR177W	154.380	19.149	104.120
4	YDR178W	154.275	18.700	104.192
4	YDR179W-A	153.917	18.165	104.283
4	YDR180W	153.067	17.709	104.372
4	YDR182W	148.326	17.981	104.449
4	YDR182W-A	147.017	18.291	104.454
4	YDR183W	146.585	18.410	104.455
4	YDR188W	140.953	20.759	104.495
4	YDR189W	140.072	21.097	104.611
4	YDR191W	140.073	20.572	105.116
4	YDR193W	140.955	19.708	105.504
4	YDR194W-A	142.606	17.874	105.992
4	YDR195W	142.704	17.651	105.994
4	YDR197W	142.657	16.699	105.751
4	YDR199W	141.419	15.906	104.893
4	YDR201W	139.615	15.552	103.919
4	YDR203W	138.936	15.507	103.704
4	YDR204W	138.614	15.506	103.641
4	YDR205W	137.715	15.586	103.635
4	YDR206W	136.446	16.004	104.228
4	YDR208W	134.209	18.250	107.695
4	YDR210W	132.815	19.641	108.462
4	YDR210W-B	132.283	20.130	108.497
4	YDR210W-A	132.283	20.130	108.497
4	tI(UAU)D	124.953	27.712	106.591
4	YDR211W	124.953	27.712	106.591
4	YDR212W	123.904	29.303	106.822
4	YDR213W	123.543	30.074	107.185
4	YDR214W	124.179	29.575	107.635
4	YDR216W	125.156	28.538	107.983
4	YDR221W	130.123	21.427	111.523
4	YDR222W	129.871	20.947	111.885
4	YDR223W	129.180	20.989	111.900
4	YDR225W	126.947	21.949	111.344
4	YDR226W	126.271	22.224	111.115
4	YDR227W	125.701	22.374	110.895
4	YDR229W	124.795	19.497	109.518
4	YDR230W	125.080	18.684	109.398
4	YDR232W	125.542	17.618	109.335
4	YDR234W	126.782	15.847	109.731
4	YDR235W	127.807	15.197	110.481
4	YDR237W	129.084	15.064	111.727
4	YDR241W	129.336	17.565	111.472
4	tY(GUA)D	128.903	18.379	110.937
4	YDR242W	128.759	18.654	110.788
4	YDR244W	127.751	20.624	110.157
4	YDR245W	127.034	22.082	110.146
4	YDR246W	126.604	22.977	110.316
4	YDR246W-A	126.461	23.279	110.402
4	YDR247W	126.199	23.814	110.600
4	YDR251W	125.593	24.509	111.796
4	YDR252W	125.713	23.413	112.867
4	YDR254W	125.930	22.396	113.485
4	YDR261W-A	130.749	10.945	115.580
4	YDR261W-B	130.749	10.945	115.580
4	tG(GCC)D2	133.775	13.489	118.570
4	YDR262W	133.775	13.489	118.570
4	YDR265W	129.915	15.978	116.342
4	YDR268W	126.226	18.214	115.141
4	YDR270W	125.090	18.903	114.939
4	YDR272W	123.471	20.169	114.826
4	YDR273W	123.317	20.428	114.889
4	YDR275W	123.534	20.876	115.233
4	YDR279W	126.980	20.471	117.530
4	YDR280W	127.415	20.183	118.001
4	YDR285W	128.888	17.436	122.721
4	YDR287W	127.496	19.478	121.959
4	YDR288W	127.084	19.995	121.654
4	YDR290W	126.225	20.701	120.879
4	YDR291W	126.225	20.701	120.879
4	YDR296W	127.738	16.111	118.916
4	YDR297W	128.532	16.145	119.355
4	YDR299W	129.528	16.529	120.299
4	YDR301W	129.630	17.699	121.697
4	YDR302W	128.856	19.237	123.314
4	YDR307W	131.060	18.797	128.241
4	YDR311W	136.855	17.098	133.558
4	YDR312W	138.293	16.954	134.623
4	YDR316W	138.145	17.422	135.199
